respondent_id,campus,studyfield,branch,role,edulevel,proglang,databases,platform,webframework,industry,allsearch,aitool,employment
26366,Durban,Data Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python;R;Ruby,PostgreSQL,none,Ruby on Rails,Higher Education,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
26370,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,DuckDB;H2;MySQL;Oracle;PostgreSQL;Snowflake;SQLite,Amazon Web Services (AWS);Cloudflare;Microsoft Azure;Oracle Cloud Infrastructure (OCI);VMware,Spring Boot;WordPress,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Codeium;GitHub Copilot;Synk Code,"Employed, full-time"
26372,Midrand Campus,Computer Science,"I used to be a developer by profession, but no longer am",Academic researcher,Some college/university study without earning a degree,Ada;Java,BigQuery,Amazon Web Services (AWS);Google Cloud,Angular;ASP.NET,Higher Education,Google Bard AI;You.com,AWS CodeWhisperer;GitHub Copilot;Synk Code,"Employed, part-time"
26373,Midrand Campus,Computer Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C++;HTML/CSS;Java;JavaScript;Kotlin,BigQuery;Firebase Realtime Database;MySQL;Oracle;PostgreSQL;SQLite,Fly.io,Angular;AngularJS;jQuery;Lit;Vue.js,Oil & Gas,ChatGPT;Google Bard AI,Adrenaline;GitHub Copilot;Synk Code,"Employed, part-time"
26376,Midrand Campus,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",unknown,Primary/elementary school,C#;HTML/CSS;JavaScript;Python;Visual Basic (.Net),Microsoft Access,none,none,"Information Services, IT, Software Development, or other Technology",ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine,"Student, full-time"
26380,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Clojure;JavaScript,BigQuery;Datomic;PostgreSQL,Amazon Web Services (AWS),React,Wholesale,none,GitHub Copilot;Synk Code,"Employed, full-time"
26382,Nelson Mandela Bay Campus,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Scientist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;R,Microsoft SQL Server,Microsoft Azure,none,Retail and Consumer Services,WolframAlpha,Mintlify;Tabnine,"Employed, full-time"
26383,Durban,Data Science,I am a developer by profession,Data scientist or machine learning specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",PowerShell;Python;SQL,none,Amazon Web Services (AWS),FastAPI,Legal Services,ChatGPT,Codeium;GitHub Copilot,"Employed, full-time"
26384,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;SQL,none,none,none,Higher Education,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
26395,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);JavaScript;Python;SQL,Microsoft SQL Server;PostgreSQL,Google Cloud;OVH,FastAPI;Vue.js,Retail and Consumer Services,ChatGPT,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
26398,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;C++;HTML/CSS;Java;JavaScript;Scala;SQL;TypeScript,Elasticsearch;PostgreSQL,Amazon Web Services (AWS),Angular,Advertising Services,Bing AI;WolframAlpha,Codeium;GitHub Copilot;Synk Code,"Employed, full-time"
26400,Durban,IT,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,MongoDB,Heroku,Node.js,Other,none,GitHub Copilot;Mintlify;Tabnine,"Employed, full-time"
26405,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,H2;PostgreSQL,none,React;Spring Boot,"Information Services, IT, Software Development, or other Technology",none,Tabnine;Whispr AI,"Employed, full-time"
26409,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Dart;Java;JavaScript;Kotlin;SQL;TypeScript,H2;MySQL;Oracle;PostgreSQL,Google Cloud;Microsoft Azure;OpenShift,Angular;React;Vue.js,Advertising Services,ChatGPT,Synk Code;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
26411,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),Cosmos DB;MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure;OVH;VMware,Angular;AngularJS;ASP.NET;ASP.NET CORE;Django;Express;FastAPI;jQuery;Node.js;React;Spring Boot,Retail and Consumer Services,Bing AI;ChatGPT;WolframAlpha,AWS CodeWhisperer;Mintlify,"Employed, full-time"
26413,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;PHP;TypeScript,Cosmos DB;MariaDB;Microsoft SQL Server;MySQL;SQLite,Microsoft Azure,Angular;ASP.NET CORE;Blazor;WordPress,Advertising Services,none,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Employed, full-time"
26416,Durban,IT,I am a developer by profession,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);JavaScript;Rust;Zig,none,Amazon Web Services (AWS),Express;Node.js;React,Retail and Consumer Services,none,Codeium;Synk Code;Whispr AI,"Employed, full-time"
26419,Midrand Campus,Computer Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Python,Dynamodb;Elasticsearch;Microsoft SQL Server;MongoDB,Amazon Web Services (AWS),ASP.NET CORE;FastAPI,Insurance,none,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
26422,Durban,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Student,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;Java;JavaScript;MATLAB;Python;SQL,PostgreSQL,none,none,Legal Services,none,AWS CodeWhisperer;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
26422,Durban,Computer Science,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Student,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;Java;JavaScript;MATLAB;Python;SQL,PostgreSQL,none,none,Legal Services,none,AWS CodeWhisperer;Replit Ghostwriter,"Student, full-time"
26423,Midrand Campus,Data Science,I am a developer by profession,"Engineer, data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,PostgreSQL;Snowflake,Amazon Web Services (AWS);Google Cloud,none,Higher Education,none,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
26424,Durban,IT,I am a developer by profession,Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python;Rust,PostgreSQL,none,FastAPI,Insurance,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
26424,Durban,IT,I am a developer by profession,Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python;Rust,PostgreSQL,none,FastAPI,Insurance,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Student, full-time"
26427,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Managed Hosting;Microsoft Azure,ASP.NET;ASP.NET CORE;Node.js;React;Spring Boot,Insurance,ChatGPT,Adrenaline;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
26427,Durban,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Managed Hosting;Microsoft Azure,ASP.NET;ASP.NET CORE;Node.js;React;Spring Boot,Insurance,ChatGPT,Adrenaline;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Not employed, but looking for work"
26428,Durban,Data Science,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Java;SQL,H2;MySQL,Amazon Web Services (AWS),Spring Boot,Insurance,none,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
26429,Nelson Mandela Bay Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;Rust;SQL;TypeScript,Firebase Realtime Database;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Firebase,Deno;Express;Next.js;Node.js;React;Svelte,Oil & Gas,Bing AI;ChatGPT,AWS CodeWhisperer,"Independent contractor, freelancer, or self-employed"
26430,Nelson Mandela Bay Campus,IT,I code primarily as a hobby,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells);C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Python;Rust;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Express;FastAPI;Next.js;Node.js;React;Svelte,Legal Services,ChatGPT;WolframAlpha,Adrenaline;Tabnine,"Student, full-time"
26440,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, front-end",Some college/university study without earning a degree,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;TypeScript,Cloud Firestore;Firebase Realtime Database;PostgreSQL,Firebase;Heroku;Netlify,Angular;Next.js;React,Other,ChatGPT,Codeium;Tabnine,"Employed, full-time"
26442,Midrand Campus,Computer Science,I am learning to code,unknown,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;C++;HTML/CSS;PHP;Python;Visual Basic (.Net),MySQL,none,Django,Higher Education,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Student, full-time"
26446,Durban,Computer Science,I am a developer by profession,"Developer, front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS;JavaScript,MongoDB,Firebase,React,Other,ChatGPT;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
26450,Midrand Campus,IT,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA,Cassandra;Couchbase;Dynamodb;Elasticsearch;Firebird;MariaDB;MySQL;Oracle;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Microsoft Azure;OpenShift,Angular;Drupal;Express;jQuery;Node.js;React;Spring Boot;WordPress,Financial Services,WolframAlpha,Favorable,"Employed, full-time"
26457,Nelson Mandela Bay Campus,IT,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Other (please specify):,Some college/university study without earning a degree,Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;Rust;SQL;Swift;TypeScript,MariaDB;MySQL;SQLite,"Google Cloud;Linode, now Akamai",NestJS;Vue.js,Advertising Services,ChatGPT,GitHub Copilot;Tabnine,"Independent contractor, freelancer, or self-employed"
26459,Durban,IT,I code primarily as a hobby,unknown,Something else,C;C++;Python,none,none,none,Other,ChatGPT,Adrenaline;GitHub Copilot;Rubber Duck.AI,I prefer not to say
26460,Durban,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;PHP;SQL,none,none,Laravel,Healthcare,none,Replit Ghostwriter,"Employed, full-time"
26463,Durban,IT,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;TypeScript,Dynamodb;Elasticsearch;Solr,Amazon Web Services (AWS),Spring Boot,Legal Services,ChatGPT,GitHub Copilot;Mintlify;Replit Ghostwriter,"Employed, full-time"
26466,Durban,Computer Science,I am a developer by profession,"Developer, full-stack",Primary/elementary school,C#;HTML/CSS;JavaScript;TypeScript,MySQL,none,Node.js,Other,Bing AI;ChatGPT,AWS CodeWhisperer;Codeium;Tabnine,"Not employed, but looking for work"
26482,Durban,Computer Science,I am a developer by profession,Data scientist or machine learning specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript;Python;R,PostgreSQL;Redis,Amazon Web Services (AWS),FastAPI;Node.js,Financial Services,ChatGPT,AWS CodeWhisperer,"Employed, full-time"
26483,Durban,Computer Science,I am a developer by profession,"Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Apex;C#;Java;SQL,Cockroachdb;Elasticsearch;H2;MySQL;Oracle;PostgreSQL;SQLite,none,ASP.NET;ASP.NET CORE,Retail and Consumer Services,Bing AI,GitHub Copilot;Tabnine,"Employed, full-time"
26488,Midrand Campus,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MongoDB;Redis,none,Angular;ASP.NET,Other,Bing AI;ChatGPT,GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
26490,Midrand Campus,Computer Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Dart;Java;Python;Scala;TypeScript,MySQL;PostgreSQL;Redis;Snowflake,Amazon Web Services (AWS),Express;FastAPI;Flask;jQuery;NestJS;Play Framework,Financial Services,none,Mintlify;Tabnine,"Employed, full-time"
26500,Durban,IT,I am a developer by profession,Research & Development role,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Java;Python;R;Rust,PostgreSQL;Redis,Amazon Web Services (AWS),ASP.NET CORE,Financial Services,WolframAlpha,Codeium,"Employed, full-time"
26503,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;Java;JavaScript,Cloud Firestore;MongoDB,Firebase;Netlify;Render;Vercel,Express;Node.js;React,"Manufacturing, Transportation, or Supply Chain",ChatGPT,AWS CodeWhisperer;Tabnine,"Not employed, but looking for work"
26505,Nelson Mandela Bay Campus,Data Science,I am a developer by profession,"Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C++;GDScript;HTML/CSS;JavaScript;Kotlin;Python,H2;SQLite,Netlify,Angular;Flask,Insurance,ChatGPT;WolframAlpha,Rubber Duck.AI;Synk Code,"Employed, full-time"
26509,Midrand Campus,Data Science,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Scala;SQL;TypeScript,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Fly.io;Heroku;Netlify;Vercel,AngularJS;Gatsby;jQuery;Next.js;Play Framework;React;Remix;Ruby on Rails;WordPress,Wholesale,ChatGPT,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
26511,Durban,IT,None of these,unknown,NA,none,none,none,none,Advertising Services,none,Adrenaline;AWS CodeWhisperer,unknown
26512,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Haskell;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,ASP.NET;ASP.NET CORE;Next.js;React,Other,WolframAlpha,GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
26512,Midrand Campus,Data Science,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Haskell;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,ASP.NET;ASP.NET CORE;Next.js;React,Other,WolframAlpha,GitHub Copilot;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
26514,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Go;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,MySQL,Amazon Web Services (AWS),Next.js;Node.js;React;Solid.js,Wholesale,none,AWS CodeWhisperer;Whispr AI,"Employed, full-time"
26514,Durban,IT,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Go;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,MySQL,Amazon Web Services (AWS),Next.js;Node.js;React;Solid.js,Wholesale,none,AWS CodeWhisperer;Whispr AI,"Independent contractor, freelancer, or self-employed"
26519,Durban,IT,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript,none,none,Vue.js,Wholesale,none,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
26521,Nelson Mandela Bay Campus,IT,I am a developer by profession,"Developer, full-stack",Something else,Assembly;C;JavaScript;Python;Rust,none,none,Node.js,Other,none,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine,"Employed, part-time"
26522,Midrand Campus,IT,I am learning to code,unknown,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Python,none,Netlify,none,"Information Services, IT, Software Development, or other Technology",ChatGPT;WolframAlpha,Adrenaline;GitHub Copilot;Synk Code,"Student, full-time"
26524,Durban,IT,I am learning to code,unknown,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,Firebase Realtime Database;MariaDB;MySQL,none,Laravel,"Information Services, IT, Software Development, or other Technology",Bing AI;ChatGPT;Google Bard AI,GitHub Copilot;Rubber Duck.AI,I prefer not to say
